,airline,source,destination,departure_time,arrival_time,duration,total_stops,price,day_of_journey,month_of_journey
1912,Goair,Delhi,Cochin,07:25:00,13:35:00,370,1,6393,1,6
1913,Jet_Airways,Kolkata,Banglore,21:10:00,10:05:00,775,1,14939,9,6
1914,Jet_Airways,Kolkata,Banglore,08:25:00,19:50:00,685,1,14781,21,5
1915,Indigo,Delhi,Cochin,07:30:00,21:00:00,810,1,14871,6,3
1916,Spicejet,Banglore,Delhi,09:30:00,12:20:00,170,0,4319,6,4
1917,Jet_Airways,Kolkata,Banglore,17:00:00,09:45:00,1005,1,13067,15,5
1918,Jet_Airways,Banglore,Delhi,16:55:00,08:15:00,920,1,26890,1,3
1919,Jet_Airways,Banglore,Delhi,07:00:00,13:15:00,375,1,9134,15,3
1920,Indigo,Banglore,Delhi,21:15:00,00:15:00,180,0,3943,3,4
1921,Air_India,Delhi,Cochin,07:00:00,19:15:00,735,1,8879,24,6
1922,Jet_Airways,Kolkata,Banglore,18:55:00,12:00:00,1025,1,14571,24,5
1923,Indigo,Kolkata,Banglore,09:35:00,12:10:00,155,0,5644,15,6
1924,Jet_Airways,Kolkata,Banglore,06:30:00,04:40:00,1330,1,9663,9,6
1925,Jet_Airways,Kolkata,Banglore,14:05:00,23:35:00,570,1,14571,9,6
1926,Spicejet,Banglore,Delhi,21:10:00,00:05:00,175,0,3971,9,6
1927,Jet_Airways,Delhi,Cochin,09:00:00,18:50:00,590,1,17024,6,3
1928,Spicejet,Kolkata,Banglore,17:10:00,19:40:00,150,0,3841,15,5
1929,Jet_Airways,Delhi,Cochin,19:45:00,19:00:00,1395,1,12898,27,5
1930,Jet_Airways,Delhi,Cochin,14:35:00,04:25:00,830,2,13376,6,6
1931,Jet_Airways,Delhi,Cochin,21:25:00,12:35:00,910,2,9905,15,6
1932,Multiple_Carriers,Delhi,Cochin,08:00:00,21:00:00,780,1,13587,15,6
1933,Multiple_Carriers,Delhi,Cochin,06:00:00,21:00:00,900,1,7740,24,6
1934,Multiple_Carriers,Delhi,Cochin,06:00:00,12:35:00,395,1,9794,21,5
1935,Jet_Airways,Banglore,Delhi,22:50:00,21:20:00,1350,1,17471,6,3
1936,Jet_Airways,Delhi,Cochin,13:45:00,04:25:00,880,2,15129,9,3
1937,Jet_Airways,Kolkata,Banglore,09:35:00,14:25:00,1730,1,11467,1,5
1938,Air_India,Kolkata,Banglore,14:35:00,14:35:00,1440,1,6528,12,6
1939,Multiple_Carriers,Delhi,Cochin,07:30:00,19:15:00,705,1,8266,27,6
1940,Indigo,Delhi,Cochin,06:40:00,22:20:00,940,1,6442,6,3
1941,Jet_Airways,Delhi,Cochin,22:50:00,12:35:00,825,1,10262,12,6
1942,Jet_Airways,Mumbai,Hyderabad,07:10:00,08:35:00,85,0,17501,1,3
1943,Air_India,Banglore,Delhi,06:10:00,08:55:00,165,0,8273,24,5
1944,Air_India,Delhi,Cochin,18:30:00,19:15:00,1485,2,10703,21,3
1945,Multiple_Carriers,Delhi,Cochin,10:00:00,01:30:00,930,1,8510,15,6
1946,Indigo,Mumbai,Hyderabad,20:05:00,21:35:00,90,0,2754,15,3
1947,Indigo,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,2227,18,5
1948,Multiple_Carriers,Delhi,Cochin,17:50:00,01:30:00,460,2,18275,27,6
1949,Spicejet,Delhi,Cochin,08:45:00,13:15:00,270,1,6356,21,4
1950,Jet_Airways,Kolkata,Banglore,14:05:00,20:45:00,400,1,14781,15,5
1951,Jet_Airways,Delhi,Cochin,09:40:00,12:35:00,1615,2,13029,27,5
1952,Goair,Banglore,Delhi,11:40:00,14:30:00,170,0,4340,1,5
1953,Air_India,Kolkata,Banglore,17:30:00,13:45:00,1215,2,12224,12,6
1954,Jet_Airways,Kolkata,Banglore,16:30:00,18:15:00,1545,1,10844,24,5
1955,Indigo,Kolkata,Banglore,09:35:00,12:20:00,165,0,4174,15,4
1956,Air_India,Banglore,Delhi,17:00:00,22:55:00,1795,2,14887,1,3
1957,Multiple_Carriers,Delhi,Cochin,09:00:00,19:15:00,615,1,12853,9,4
1958,Air_Asia,Banglore,Delhi,11:10:00,13:55:00,165,0,3383,15,5
1959,Goair,Banglore,Delhi,11:40:00,14:35:00,175,0,11111,1,3
1960,Jet_Airways,Banglore,Delhi,17:45:00,20:45:00,180,0,7229,1,4
1961,Jet_Airways,Banglore,Delhi,17:45:00,20:45:00,180,0,4030,6,5
1962,Indigo,Delhi,Cochin,15:00:00,01:35:00,635,1,14871,3,3
1963,Jet_Airways,Delhi,Cochin,19:45:00,04:25:00,520,1,12898,27,5
1964,Multiple_Carriers,Delhi,Cochin,11:30:00,19:15:00,465,1,14533,18,5
1965,Air_India,Delhi,Cochin,17:40:00,08:15:00,875,1,7258,6,6
1966,Spicejet,Delhi,Cochin,08:45:00,13:15:00,270,1,4812,1,4
1967,Jet_Airways,Kolkata,Banglore,09:35:00,21:05:00,690,1,12384,9,5
1968,Air_India,Delhi,Cochin,12:00:00,07:40:00,1180,2,8603,6,6
1969,Air_India,Delhi,Cochin,12:00:00,19:15:00,435,2,8603,6,6
1970,Jet_Airways,Kolkata,Banglore,13:55:00,23:25:00,570,1,14231,24,3
1972,Air_Asia,Delhi,Cochin,20:45:00,07:10:00,625,1,11410,1,6
1973,Air_India,Banglore,Delhi,08:50:00,09:25:00,1475,2,12725,12,3
1974,Jet_Airways,Delhi,Cochin,09:35:00,12:35:00,1620,2,13292,9,6
1975,Spicejet,Kolkata,Banglore,06:55:00,09:30:00,155,0,3873,24,4
1976,Indigo,Chennai,Kolkata,07:55:00,10:15:00,140,0,3850,15,6
1977,Spicejet,Kolkata,Banglore,11:35:00,18:50:00,435,1,8479,9,6
1978,Jet_Airways,Kolkata,Banglore,09:35:00,23:35:00,840,1,14151,24,5
1979,Air_India,Banglore,Delhi,06:10:00,08:55:00,165,0,5228,24,4
1980,Vistara,Kolkata,Banglore,07:10:00,09:05:00,1555,1,9397,9,6
1981,Jet_Airways,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,4995,18,6
1983,Air_Asia,Banglore,Delhi,04:55:00,07:45:00,170,0,4282,3,4
1984,Air_India,Kolkata,Banglore,08:20:00,21:50:00,810,2,10697,21,5
1985,Jet_Airways,Kolkata,Banglore,09:35:00,14:25:00,1730,1,9314,21,5
1986,Indigo,Chennai,Kolkata,05:15:00,07:40:00,145,0,3540,27,6
1987,Air_India,Delhi,Cochin,16:40:00,19:15:00,1595,2,9443,12,6
1988,Multiple_Carriers,Delhi,Cochin,07:30:00,15:30:00,480,1,15147,6,3
1989,Jet_Airways,Banglore,Delhi,08:20:00,11:20:00,180,0,8016,27,6
1990,Indigo,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,2437,24,5
1991,Indigo,Delhi,Cochin,10:35:00,01:30:00,895,1,6104,27,5
1992,Spicejet,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,1965,6,6
1993,Multiple_Carriers,Delhi,Cochin,13:00:00,21:00:00,480,1,7408,12,6
1994,Indigo,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,4049,18,6
1995,Jet_Airways,Banglore,Delhi,19:50:00,22:50:00,180,0,8016,1,6
1996,Multiple_Carriers,Delhi,Cochin,07:00:00,19:00:00,720,1,10197,9,5
1997,Jet_Airways,Kolkata,Banglore,21:10:00,08:15:00,665,1,10844,1,5
1998,Jet_Airways,Kolkata,Banglore,17:00:00,19:10:00,1570,1,12692,9,6
1999,Jet_Airways,Kolkata,Banglore,08:25:00,16:20:00,475,1,14781,6,5
2000,Goair,Kolkata,Banglore,23:30:00,07:45:00,495,1,7335,24,5
2001,Jet_Airways,Banglore,Delhi,08:20:00,11:20:00,180,0,7229,27,5
2002,Vistara,Banglore,Delhi,21:10:00,00:05:00,175,0,4353,24,3
2003,Jet_Airways,Kolkata,Banglore,20:00:00,08:15:00,735,1,13941,18,5
2004,Jet_Airways,Banglore,Delhi,09:45:00,14:25:00,280,1,12295,12,3
2005,Jet_Airways,Delhi,Cochin,22:50:00,12:35:00,825,1,12898,27,5
2006,Vistara,Kolkata,Banglore,07:10:00,22:40:00,930,1,7927,9,5
2007,Air_Asia,Banglore,Delhi,23:55:00,02:45:00,170,0,4483,15,4
2008,Jet_Airways,Banglore,Delhi,11:40:00,18:25:00,405,1,19225,6,3
2009,Goair,Delhi,Cochin,07:25:00,13:35:00,370,1,4692,24,4
2010,Jet_Airways,Banglore,Delhi,21:25:00,09:30:00,725,1,13555,18,3
2011,Indigo,Delhi,Cochin,15:00:00,01:30:00,630,1,6270,9,4
2012,Jet_Airways,Kolkata,Banglore,18:55:00,16:20:00,1285,1,13584,6,5
2013,Jet_Airways,Delhi,Cochin,16:10:00,18:50:00,1600,2,13180,21,3
2014,Jet_Airways,Kolkata,Banglore,20:25:00,18:00:00,1295,1,14151,12,5
2015,Vistara,Delhi,Cochin,06:00:00,09:10:00,190,0,6216,12,5
2016,Multiple_Carriers,Delhi,Cochin,07:30:00,18:50:00,680,1,15135,3,3
2017,Multiple_Carriers,Delhi,Cochin,11:30:00,21:00:00,570,1,15136,6,3
2018,Jet_Airways,Delhi,Cochin,02:15:00,19:00:00,1005,1,10262,27,6
2019,Jet_Airways,Kolkata,Banglore,09:35:00,22:05:00,750,1,12384,18,5
2020,Jet_Airways,Kolkata,Banglore,09:35:00,19:10:00,575,1,9314,1,4
2021,Jet_Airways,Kolkata,Banglore,17:00:00,18:00:00,1500,1,9314,6,5
2022,Air_India,Delhi,Cochin,09:00:00,19:15:00,615,1,10454,1,6
2023,Air_India,Delhi,Cochin,23:00:00,07:40:00,520,1,8372,18,5
2024,Jet_Airways,Delhi,Cochin,19:45:00,04:25:00,520,1,11848,9,3
2025,Indigo,Delhi,Cochin,08:30:00,21:00:00,750,1,6416,1,6
2026,Indigo,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,3342,1,4
2027,Jet_Airways,Kolkata,Banglore,06:30:00,07:25:00,1495,2,10118,6,6
2028,Air_India,Kolkata,Banglore,16:45:00,12:30:00,1185,2,14960,12,6
2029,Indigo,Delhi,Cochin,05:05:00,16:10:00,665,1,6818,15,6
2030,Air_India,Kolkata,Banglore,14:15:00,16:45:00,150,0,5510,12,6
2031,Jet_Airways,Kolkata,Banglore,06:30:00,09:20:00,1610,1,14388,21,5
2032,Multiple_Carriers,Delhi,Cochin,14:55:00,22:30:00,455,1,7038,3,6
2033,Multiple_Carriers,Delhi,Cochin,08:45:00,19:15:00,630,1,8266,9,5
2034,Jet_Airways,Delhi,Cochin,18:20:00,19:00:00,1480,2,14300,27,6
2035,Air_India,Kolkata,Banglore,09:25:00,07:55:00,1350,1,8366,9,5
2036,Jet_Airways,Banglore,Delhi,22:50:00,10:25:00,695,1,17261,6,3
2037,Vistara,Kolkata,Banglore,07:10:00,09:05:00,1555,1,8452,6,6
2038,Indigo,Kolkata,Banglore,15:10:00,20:30:00,320,1,8567,1,4
2039,Multiple_Carriers,Delhi,Cochin,07:05:00,22:30:00,925,1,9646,15,6
2040,Air_India,Delhi,Cochin,22:00:00,19:15:00,1275,2,8341,9,4
2041,Jet_Airways,Delhi,Cochin,17:30:00,19:00:00,1530,1,12373,9,5
2042,Spicejet,Chennai,Kolkata,17:45:00,20:05:00,140,0,3543,21,6
2043,Jet_Airways,Kolkata,Banglore,17:00:00,23:35:00,395,1,13994,9,6
2044,Indigo,Banglore,Delhi,04:00:00,06:50:00,170,0,4777,24,3
2045,Multiple_Carriers,Delhi,Cochin,14:55:00,22:30:00,455,1,7038,1,6
2046,Indigo,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,3175,3,4
2047,Multiple_Carriers,Delhi,Cochin,10:00:00,21:00:00,660,1,7408,9,6
2048,Indigo,Banglore,Delhi,21:15:00,00:15:00,180,0,3943,15,6
2049,Jet_Airways,Delhi,Cochin,08:00:00,04:25:00,1225,1,15974,6,3
2050,Spicejet,Kolkata,Banglore,06:55:00,09:30:00,155,0,3873,27,5
2051,Indigo,Banglore,Delhi,10:10:00,13:00:00,170,0,4423,15,4
2052,Jet_Airways,Delhi,Cochin,09:40:00,04:25:00,1125,2,15129,27,5
2053,Indigo,Delhi,Cochin,08:25:00,21:00:00,755,1,8285,21,3
2054,Air_India,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,3100,6,6
2055,Air_India,Banglore,Delhi,08:50:00,09:25:00,1475,2,25430,1,3
2056,Spicejet,Mumbai,Hyderabad,13:10:00,14:30:00,80,0,2385,18,3
2057,Jet_Airways,Kolkata,Banglore,10:20:00,17:35:00,435,1,11316,6,6
2058,Jet_Airways,Delhi,Cochin,02:15:00,19:00:00,1005,1,10262,15,6
2059,Air_India,Kolkata,Banglore,05:50:00,13:15:00,445,2,7662,24,5
2060,Jet_Airways,Kolkata,Banglore,16:55:00,19:40:00,1605,1,14231,24,3
2061,Indigo,Delhi,Cochin,09:15:00,21:00:00,705,1,6838,9,6
2062,Jet_Airways,Delhi,Cochin,06:45:00,04:25:00,1300,2,13376,15,6
2063,Jet_Airways,Delhi,Cochin,15:00:00,19:00:00,1680,1,10262,24,6
2064,Indigo,Delhi,Cochin,07:30:00,15:30:00,480,1,8574,27,3
2065,Jet_Airways,Banglore,Delhi,21:25:00,07:40:00,615,1,7832,9,3
2066,Multiple_Carriers,Delhi,Cochin,03:50:00,19:00:00,910,1,12192,24,6
2067,Jet_Airways,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,4050,15,6
2068,Goair,Banglore,Delhi,07:45:00,10:40:00,175,0,6722,12,4
2069,Jet_Airways,Kolkata,Banglore,20:00:00,16:20:00,1220,1,10844,9,6
2070,Multiple_Carriers,Delhi,Cochin,07:00:00,21:00:00,840,1,7408,15,6
2071,Jet_Airways,Delhi,Cochin,20:50:00,04:25:00,455,1,14189,21,3
2072,Spicejet,Kolkata,Banglore,17:10:00,19:40:00,150,0,3841,24,5
2073,Jet_Airways,Kolkata,Banglore,14:05:00,04:40:00,875,1,8586,9,5
2074,Multiple_Carriers,Delhi,Cochin,10:35:00,19:15:00,520,1,7155,27,6
2075,Jet_Airways,Kolkata,Banglore,08:25:00,18:15:00,590,1,9899,12,6
2076,Jet_Airways,Kolkata,Banglore,08:25:00,19:50:00,685,1,14571,6,6
2077,Indigo,Banglore,Delhi,18:55:00,21:50:00,175,0,4823,18,5
2078,Jet_Airways,Banglore,Delhi,08:20:00,11:20:00,180,0,4544,9,5
2079,Air_India,Banglore,Delhi,00:30:00,20:30:00,1200,1,14752,1,3
2080,Air_India,Kolkata,Banglore,09:25:00,13:45:00,1700,2,11542,9,5
2081,Jet_Airways,Delhi,Cochin,09:50:00,13:05:00,195,0,7202,21,5
2082,Multiple_Carriers,Delhi,Cochin,10:35:00,19:00:00,505,1,11098,9,6
2083,Air_India,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,2575,27,3
2084,Multiple_Carriers,Delhi,Cochin,13:00:00,01:35:00,755,1,6673,27,3
2085,Indigo,Banglore,Delhi,18:55:00,21:45:00,170,0,14306,1,3
2086,Jet_Airways,Delhi,Cochin,21:50:00,04:25:00,395,1,15554,18,5
2087,Jet_Airways,Kolkata,Banglore,09:35:00,14:25:00,1730,1,9314,15,5
2088,Jet_Airways,Mumbai,Hyderabad,06:30:00,08:00:00,90,0,4995,9,3
2089,Jet_Airways,Banglore,Delhi,11:40:00,07:40:00,1200,1,7832,21,3
2090,Jet_Airways,Kolkata,Banglore,08:25:00,08:15:00,1430,1,8586,21,5
2091,Air_India,Delhi,Cochin,05:10:00,08:00:00,170,0,6094,27,4
2092,Jet_Airways,Delhi,Cochin,05:30:00,19:00:00,810,2,13292,24,6
2094,Multiple_Carriers,Delhi,Cochin,10:00:00,21:00:00,660,1,9718,27,5
2095,Jet_Airways,Banglore,Delhi,08:55:00,07:40:00,1365,1,7412,21,3
2096,Air_India,Delhi,Cochin,22:00:00,19:15:00,1275,2,10441,6,6
2097,Indigo,Delhi,Cochin,10:45:00,01:35:00,890,1,14871,3,3
2098,Jet_Airways,Delhi,Cochin,08:00:00,19:00:00,660,1,15554,18,5
2099,Jet_Airways,Banglore,Delhi,14:05:00,19:10:00,305,1,36235,1,3
2100,Indigo,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,3175,24,3
2101,Spicejet,Chennai,Kolkata,17:45:00,20:05:00,140,0,3597,24,5
2102,Spicejet,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,1965,27,6
2103,Multiple_Carriers,Delhi,Cochin,10:00:00,19:00:00,540,1,12717,24,6
2104,Indigo,Delhi,Cochin,14:25:00,17:40:00,195,0,6015,3,6
2105,Air_Asia,Banglore,Delhi,23:25:00,02:10:00,165,0,5615,9,3
2106,Multiple_Carriers,Delhi,Cochin,19:00:00,01:35:00,395,1,7845,27,3
2107,Jet_Airways,Kolkata,Banglore,21:10:00,22:35:00,1525,1,10844,9,6
2108,Jet_Airways,Banglore,Delhi,21:25:00,05:05:00,460,1,27210,15,3
2109,Indigo,Kolkata,Banglore,14:25:00,16:55:00,150,0,4174,6,4
2110,Multiple_Carriers,Delhi,Cochin,08:00:00,21:00:00,780,1,6883,21,3
2111,Multiple_Carriers,Delhi,Cochin,09:00:00,21:00:00,720,1,6883,21,3
2112,Jet_Airways,Kolkata,Banglore,10:20:00,17:35:00,435,1,8355,21,5
2113,Spicejet,Banglore,Delhi,20:30:00,23:20:00,170,0,5469,24,3
2114,Jet_Airways,Banglore,Delhi,06:00:00,08:45:00,165,0,6478,27,6
2115,Vistara,Banglore,Delhi,19:40:00,22:20:00,160,0,11913,3,3
2116,Indigo,Delhi,Cochin,18:35:00,01:30:00,415,1,7006,21,5
2117,Jet_Airways,Kolkata,Banglore,16:30:00,22:35:00,365,1,12681,1,4
2118,Jet_Airways,Delhi,Cochin,23:05:00,19:00:00,1195,2,15129,21,5
2119,Multiple_Carriers,Delhi,Cochin,14:00:00,21:00:00,420,1,13587,15,6
2120,Jet_Airways,Delhi,Cochin,19:15:00,19:00:00,1425,1,14714,1,6
2121,Indigo,Banglore,Delhi,07:30:00,12:20:00,290,1,6220,3,3
2122,Jet_Airways,Delhi,Cochin,07:05:00,12:35:00,330,1,10262,6,6
2123,Air_India,Kolkata,Banglore,09:25:00,18:30:00,545,1,8576,12,5
2124,Jet_Airways,Kolkata,Banglore,19:45:00,20:40:00,1495,1,10031,24,3
2125,Jet_Airways,Delhi,Cochin,19:10:00,19:00:00,1430,2,12819,24,6
2126,Goair,Delhi,Cochin,07:25:00,13:35:00,370,1,5052,15,4
2127,Jet_Airways,Banglore,Delhi,08:00:00,08:15:00,1455,1,22270,1,3
2128,Vistara,Banglore,Delhi,07:00:00,09:40:00,160,0,5613,27,4
2129,Spicejet,Kolkata,Banglore,09:00:00,11:25:00,145,0,3873,1,4
2130,Indigo,Delhi,Cochin,05:35:00,08:50:00,195,0,6015,15,5
2131,Jet_Airways,Kolkata,Banglore,06:30:00,12:00:00,330,1,10844,9,6
2132,Spicejet,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,2227,12,5
2133,Jet_Airways,Banglore,Delhi,19:50:00,22:50:00,180,0,7229,1,4
2134,Jet_Airways,Delhi,Cochin,05:30:00,19:00:00,810,2,10368,6,6
2135,Jet_Airways,Delhi,Cochin,17:30:00,04:25:00,655,1,12898,21,5
2136,Multiple_Carriers,Delhi,Cochin,07:00:00,19:00:00,720,1,12192,12,6
2137,Jet_Airways,Kolkata,Banglore,09:35:00,23:35:00,840,1,12121,9,5
2138,Air_India,Delhi,Cochin,06:50:00,07:40:00,1490,2,16163,27,5
2139,Jet_Airways,Banglore,Delhi,05:45:00,18:25:00,760,1,12284,18,3
2140,Indigo,Banglore,Delhi,19:30:00,22:15:00,165,0,5780,21,6
2141,Jet_Airways,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,4995,9,5
2142,Indigo,Delhi,Cochin,05:10:00,10:05:00,295,1,6496,9,6
2143,Air_India,Delhi,Cochin,12:20:00,19:15:00,1855,2,12488,12,6
2144,Indigo,Banglore,Delhi,07:10:00,10:05:00,175,0,4823,15,5
2145,Spicejet,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,2647,18,6
2146,Indigo,Banglore,Delhi,13:00:00,15:50:00,170,0,12649,3,3
2147,Multiple_Carriers,Delhi,Cochin,11:40:00,19:15:00,455,1,8266,12,6
2148,Vistara,Delhi,Cochin,06:00:00,09:10:00,190,0,6216,15,5
2149,Indigo,Banglore,Delhi,01:30:00,04:15:00,165,0,4423,1,4
2150,Jet_Airways,Banglore,Delhi,08:00:00,08:15:00,1455,1,17996,6,3
2151,Spicejet,Delhi,Cochin,08:45:00,13:15:00,270,1,5726,15,4
2152,Multiple_Carriers,Delhi,Cochin,06:00:00,15:30:00,570,1,15147,6,3
2153,Jet_Airways,Delhi,Cochin,20:55:00,19:00:00,1325,1,15554,18,5
2154,Jet_Airways,Delhi,Cochin,23:05:00,04:25:00,1760,2,12819,24,6
2155,Multiple_Carriers,Delhi,Cochin,18:00:00,01:30:00,450,1,7198,27,6
2156,Indigo,Delhi,Cochin,16:00:00,21:00:00,300,1,5073,3,4
2157,Indigo,Banglore,Delhi,21:15:00,00:15:00,180,0,3943,27,6
2158,Jet_Airways,Mumbai,Hyderabad,07:10:00,08:35:00,85,0,3205,27,3
2159,Spicejet,Banglore,Delhi,05:55:00,08:35:00,160,0,3257,12,5
2160,Indigo,Kolkata,Banglore,22:15:00,00:50:00,155,0,4804,3,6
2161,Indigo,Banglore,Delhi,16:50:00,21:35:00,285,1,10231,9,3
2162,Jet_Airways,Delhi,Cochin,20:55:00,04:25:00,450,1,12898,21,5
2163,Indigo,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,2227,21,3
2164,Air_India,Kolkata,Banglore,12:00:00,11:10:00,1390,2,9258,1,4
2165,Jet_Airways,Kolkata,Banglore,16:30:00,09:20:00,1010,1,9663,24,5
2166,Jet_Airways,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,8040,21,5
2167,Goair,Banglore,Delhi,20:55:00,23:40:00,165,0,3419,6,6
2168,Jet_Airways,Banglore,Delhi,07:10:00,10:10:00,180,0,8016,1,6
2169,Jet_Airways,Banglore,Delhi,17:45:00,20:45:00,180,0,7229,6,4
2170,Goair,Delhi,Cochin,10:35:00,19:35:00,540,1,4959,6,6
2171,Air_India,Kolkata,Banglore,12:00:00,11:10:00,1390,2,10151,9,6
2172,Air_India,Delhi,Cochin,05:15:00,19:15:00,2280,3,10703,18,5
2173,Jet_Airways,Kolkata,Banglore,08:25:00,18:15:00,590,1,10844,9,6
2174,Indigo,Delhi,Cochin,16:10:00,22:20:00,370,1,7205,6,3
2175,Jet_Airways,Banglore,Delhi,08:55:00,18:25:00,570,1,12284,18,3
2176,Jet_Airways,Kolkata,Banglore,09:35:00,22:05:00,750,1,13994,9,6
2177,Indigo,Delhi,Cochin,14:25:00,17:40:00,195,0,6015,15,4
2178,Indigo,Kolkata,Banglore,06:15:00,10:30:00,255,1,4226,3,4
2179,Jet_Airways,Delhi,Cochin,19:10:00,18:50:00,1420,2,9483,21,3
2180,Jet_Airways,Banglore,Delhi,07:10:00,10:10:00,180,0,5198,15,5
2181,Jet_Airways,Delhi,Cochin,05:30:00,19:00:00,810,2,10368,27,6
2182,Vistara,Chennai,Kolkata,17:45:00,20:05:00,140,0,11982,3,6
2183,Air_India,Banglore,Delhi,11:50:00,13:00:00,1510,1,8032,15,3
2184,Air_India,Kolkata,Banglore,14:15:00,16:45:00,150,0,5510,15,5
2185,Indigo,Delhi,Cochin,23:30:00,04:35:00,305,1,8177,9,5
2186,Air_Asia,Delhi,Cochin,16:45:00,22:25:00,340,1,11410,1,6
2187,Goair,Delhi,Cochin,07:00:00,12:50:00,350,1,9385,21,3
2188,Jet_Airways,Delhi,Cochin,10:00:00,19:00:00,540,1,10262,6,6
2189,Spicejet,Kolkata,Banglore,09:00:00,11:25:00,145,0,3873,18,6
2190,Multiple_Carriers,Delhi,Cochin,11:40:00,18:50:00,430,1,11999,21,3
2191,Jet_Airways,Delhi,Cochin,18:20:00,12:35:00,1095,2,14300,27,6
2192,Spicejet,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,2175,12,5
2193,Air_India,Delhi,Cochin,06:50:00,07:40:00,1490,2,14431,9,5
2194,Jet_Airways,Banglore,Delhi,06:00:00,08:45:00,165,0,7229,21,5
2195,Indigo,Kolkata,Banglore,19:20:00,23:45:00,265,1,3809,24,5
2196,Multiple_Carriers,Delhi,Cochin,07:30:00,19:15:00,705,1,7354,24,6
2197,Multiple_Carriers,Delhi,Cochin,08:00:00,15:30:00,450,1,12537,27,3
2198,Air_India,Delhi,Cochin,13:00:00,19:15:00,375,1,9719,27,5
2199,Jet_Airways,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,8040,24,5
2200,Jet_Airways,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,4995,24,5
2201,Indigo,Banglore,Delhi,23:30:00,02:20:00,170,0,4591,6,4
2202,Air_India,Kolkata,Banglore,16:45:00,21:05:00,1700,1,7662,6,6
2203,Indigo,Chennai,Kolkata,07:55:00,10:15:00,140,0,3850,24,6
2204,Indigo,Delhi,Cochin,08:35:00,22:30:00,835,1,6442,3,6
2205,Indigo,Delhi,Cochin,23:30:00,04:35:00,305,1,11378,3,6
2206,Multiple_Carriers,Delhi,Cochin,15:00:00,01:30:00,630,1,13377,27,6
2207,Jet_Airways,Kolkata,Banglore,08:25:00,20:45:00,740,1,10844,21,5
2208,Jet_Airways,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,4995,9,5
2209,Air_India,Delhi,Cochin,17:15:00,09:25:00,970,2,6057,27,3
2210,Air_India,Banglore,Delhi,10:00:00,12:45:00,165,0,5176,6,4
2211,Jet_Airways,Delhi,Cochin,09:40:00,04:25:00,1125,2,13014,9,6
2212,Indigo,Banglore,Delhi,16:15:00,20:35:00,260,1,7917,1,3
2213,Spicejet,Delhi,Cochin,06:05:00,11:20:00,315,1,5583,9,6
2214,Jet_Airways,Banglore,Delhi,06:00:00,08:45:00,165,0,7229,9,4
2215,Indigo,Delhi,Cochin,16:00:00,01:30:00,570,1,7191,18,5
2216,Jet_Airways,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,3210,12,6
2217,Indigo,Delhi,Cochin,15:00:00,01:35:00,635,1,14871,6,3
2218,Multiple_Carriers,Delhi,Cochin,08:30:00,19:15:00,645,1,8099,15,5
2219,Air_India,Kolkata,Banglore,09:25:00,18:30:00,545,1,8366,21,5
2220,Indigo,Chennai,Kolkata,22:05:00,00:25:00,140,0,6297,9,3
2221,Multiple_Carriers,Delhi,Cochin,13:00:00,21:00:00,480,1,18286,3,3
2222,Jet_Airways,Delhi,Cochin,23:05:00,19:45:00,1240,1,17024,6,3
2223,Jet_Airways,Banglore,Delhi,07:10:00,10:10:00,180,0,6144,24,4
2224,Multiple_Carriers,Delhi,Cochin,06:00:00,19:45:00,825,1,13941,9,3
2225,Jet_Airways,Banglore,Delhi,18:55:00,22:00:00,185,0,3702,9,5
2226,Spicejet,Delhi,Cochin,06:05:00,11:20:00,315,1,5583,15,5
2227,Air_India,Mumbai,Hyderabad,19:40:00,09:10:00,810,1,10208,12,3
2228,Jet_Airways,Kolkata,Banglore,09:35:00,18:00:00,505,1,12384,6,5
2229,Air_India,Kolkata,Banglore,10:00:00,05:25:00,1165,2,17049,6,5
2230,Indigo,Delhi,Cochin,07:30:00,21:00:00,810,1,7006,24,5
2231,Air_India,Kolkata,Banglore,05:50:00,20:25:00,875,2,12723,12,6
2232,Jet_Airways,Delhi,Cochin,08:00:00,04:25:00,1225,1,10577,12,6
2233,Jet_Airways,Banglore,Delhi,07:00:00,19:10:00,730,1,16736,6,3
