airline,date_of_journey,source,destination,departure_time,arrival_time,duration,total_stops,additional_info,price
Goair,2019-05-24,Banglore,Delhi,11:40:00,14:30:00,170,0,No Info,3398
Spicejet,2019-05-18,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Air_Asia,2019-04-03,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4107
Jet_Airways,2019-04-06,Delhi,Cochin,08:00:00,19:00:00,660,1,In-flight meal not included,5406
Jet_Airways,2019-06-24,Delhi,Cochin,05:30:00,12:35:00,425,2,No Info,14441
Indigo,2019-03-09,Delhi,Cochin,07:35:00,12:00:00,265,1,No Info,6937
Air_India,2019-05-09,Kolkata,Banglore,09:25:00,18:30:00,545,1,No Info,8891
Multiple_Carriers,2019-03-06,Delhi,Cochin,08:00:00,21:00:00,780,1,No Info,15078
Spicejet,2019-03-06,Kolkata,Banglore,09:00:00,11:30:00,150,0,No Info,4096
Air_India,2019-03-24,Kolkata,Banglore,07:00:00,13:45:00,1845,2,No Info,12829
Indigo,2019-03-01,Chennai,Kolkata,13:20:00,15:35:00,135,0,No Info,7295
Jet_Airways,2019-05-18,Kolkata,Banglore,20:00:00,08:15:00,735,1,No Info,13941
Jet_Airways,2019-05-21,Kolkata,Banglore,08:25:00,09:20:00,1495,1,No Info,14388
Indigo,2019-05-27,Delhi,Cochin,17:30:00,01:30:00,480,1,No Info,6206
Air_India,2019-05-06,Kolkata,Banglore,20:30:00,20:25:00,1435,1,No Info,10203
Indigo,2019-04-21,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
Air_India,2019-03-18,Banglore,Delhi,08:50:00,23:25:00,2315,2,No Info,10783
Indigo,2019-06-09,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Jet_Airways,2019-05-21,Delhi,Cochin,22:50:00,04:25:00,335,1,In-flight meal not included,12898
Jet_Airways,2019-06-12,Kolkata,Banglore,08:25:00,10:05:00,1540,1,In-flight meal not included,8529
Indigo,2019-05-12,Kolkata,Banglore,19:35:00,23:15:00,220,1,No Info,5276
Jet_Airways,2019-05-09,Kolkata,Banglore,18:55:00,10:05:00,910,1,In-flight meal not included,8586
Jet_Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,4050
Indigo,2019-03-03,Delhi,Cochin,05:35:00,10:10:00,275,1,No Info,13753
Jet_Airways,2019-05-21,Delhi,Cochin,19:45:00,04:25:00,520,1,No Info,16079
Jet_Airways,2019-03-21,Delhi,Cochin,22:00:00,18:50:00,1250,1,In-flight meal not included,6017
Jet_Airways,2019-06-06,Kolkata,Banglore,18:55:00,04:40:00,585,1,No Info,13374
Spicejet,2019-03-12,Chennai,Kolkata,08:20:00,10:35:00,135,0,No Info,6300
Air_India,2019-03-01,Banglore,Delhi,11:05:00,19:50:00,525,1,1 Long layover,14594
Multiple_Carriers,2019-03-06,Delhi,Cochin,08:00:00,15:30:00,450,1,No Info,17267
Jet_Airways,2019-06-12,Kolkata,Banglore,20:00:00,04:40:00,520,1,No Info,12576
Multiple_Carriers,2019-06-01,Delhi,Cochin,03:50:00,12:35:00,525,1,No Info,12192
Jet_Airways,2019-06-21,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,5769
Jet_Airways,2019-06-01,Delhi,Cochin,20:00:00,04:25:00,505,2,No Info,16263
Jet_Airways,2019-05-06,Delhi,Cochin,05:30:00,04:25:00,1375,2,No Info,15129
Multiple_Carriers,2019-06-06,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,12192
Jet_Airways,2019-05-24,Kolkata,Banglore,06:30:00,19:50:00,800,1,No Info,14571
Air_India,2019-05-18,Kolkata,Banglore,12:00:00,11:10:00,1390,2,No Info,10676
Jet_Airways,2019-06-09,Delhi,Cochin,19:45:00,12:35:00,1010,1,In-flight meal not included,10577
Spicejet,2019-05-24,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,3597
Indigo,2019-03-24,Kolkata,Banglore,20:25:00,23:05:00,160,0,No Info,8872
Air_India,2019-06-06,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,8372
Multiple_Carriers,2019-03-27,Delhi,Cochin,09:00:00,15:30:00,390,1,No Info,6673
Air_India,2019-03-03,Delhi,Cochin,12:30:00,09:25:00,1255,1,No Info,16142
Multiple_Carriers,2019-03-03,Delhi,Cochin,07:05:00,13:20:00,375,1,No Info,17057
Vistara,2019-04-15,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,5403
Jet_Airways,2019-03-21,Delhi,Cochin,17:30:00,18:50:00,1520,1,No Info,12557
Jet_Airways,2019-04-01,Kolkata,Banglore,16:30:00,16:20:00,1430,1,In-flight meal not included,7064
Air_India,2019-03-06,Delhi,Cochin,07:00:00,07:40:00,1480,1,No Info,15407
Jet_Airways,2019-06-01,Delhi,Cochin,14:00:00,12:35:00,1355,1,In-flight meal not included,10262
Indigo,2019-04-09,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Indigo,2019-03-27,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,5073
Indigo,2019-03-27,Delhi,Cochin,02:00:00,07:45:00,345,1,No Info,5733
Multiple_Carriers,2019-03-06,Delhi,Cochin,11:30:00,21:00:00,570,1,In-flight meal not included,15136
Vistara,2019-06-24,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6216
Jet_Airways,2019-06-06,Delhi,Cochin,05:30:00,12:35:00,425,2,No Info,14441
Indigo,2019-05-27,Delhi,Cochin,09:15:00,01:30:00,975,1,No Info,6628
Vistara,2019-05-12,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,4668
Spicejet,2019-03-21,Kolkata,Banglore,17:15:00,19:45:00,150,0,No Info,3847
Jet_Airways,2019-05-06,Kolkata,Banglore,09:35:00,23:35:00,840,1,No Info,12121
Jet_Airways,2019-06-27,Banglore,Delhi,06:00:00,08:45:00,165,0,In-flight meal not included,6478
Multiple_Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:00:00,690,1,No Info,9315
Air_India,2019-05-06,Kolkata,Banglore,16:50:00,15:05:00,1335,2,No Info,12434
Jet_Airways,2019-06-12,Delhi,Cochin,12:15:00,12:35:00,1460,2,No Info,14300
Indigo,2019-03-18,Kolkata,Banglore,15:20:00,17:55:00,155,0,No Info,4462
Jet_Airways,2019-03-03,Delhi,Cochin,09:55:00,04:25:00,1110,1,No Info,19828
Indigo,2019-03-09,Banglore,Delhi,21:20:00,00:15:00,175,0,No Info,6144
Multiple_Carriers,2019-03-03,Delhi,Cochin,09:10:00,18:50:00,580,1,No Info,15135
Jet_Airways,2019-05-06,Kolkata,Banglore,08:25:00,18:15:00,590,1,In-flight meal not included,10844
Jet_Airways,2019-06-21,Banglore,Delhi,19:50:00,22:50:00,180,0,No Info,8541
Spicejet,2019-05-18,Delhi,Cochin,15:45:00,22:05:00,380,1,No Info,7317
Vistara,2019-03-21,Banglore,Delhi,11:30:00,14:10:00,160,0,No Info,5403
Goair,2019-04-21,Banglore,Delhi,07:45:00,10:40:00,175,0,No Info,4632
Jet_Airways,2019-04-09,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,7229
Multiple_Carriers,2019-06-27,Delhi,Cochin,11:30:00,01:30:00,840,1,No Info,13377
Indigo,2019-03-24,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,5694
Spicejet,2019-03-24,Banglore,Delhi,05:45:00,08:35:00,170,0,No Info,3579
Indigo,2019-05-01,Kolkata,Banglore,08:10:00,13:00:00,290,1,No Info,5069
Jet_Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No Info,5678
Goair,2019-05-15,Delhi,Cochin,14:25:00,19:35:00,310,1,No Info,10188
Jet_Airways,2019-03-24,Banglore,Delhi,08:20:00,11:15:00,175,0,No Info,7229
Jet_Airways,2019-05-12,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,5198
Jet_Airways,2019-05-12,Kolkata,Banglore,17:00:00,14:25:00,1285,1,No Info,13067
Spicejet,2019-06-15,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,3873
Jet_Airways,2019-06-27,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,18804
Air_India,2019-06-03,Kolkata,Banglore,14:15:00,16:45:00,150,0,No Info,5510
Jet_Airways,2019-05-06,Kolkata,Banglore,20:00:00,04:40:00,520,1,In-flight meal not included,9663
Spicejet,2019-03-21,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3332
Air_India,2019-03-18,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4435
Multiple_Carriers,2019-05-01,Delhi,Cochin,07:30:00,19:00:00,690,1,No Info,9794
Jet_Airways,2019-05-12,Kolkata,Banglore,16:30:00,22:35:00,365,1,In-flight meal not included,10844
Jet_Airways,2019-05-21,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,4030
Multiple_Carriers,2019-06-06,Delhi,Cochin,15:05:00,01:30:00,625,2,No Info,15965
Indigo,2019-03-21,Delhi,Cochin,20:30:00,01:35:00,305,1,No Info,6232
Air_India,2019-05-18,Kolkata,Banglore,12:00:00,21:50:00,590,2,No Info,10151
Goair,2019-03-03,Banglore,Delhi,20:55:00,23:50:00,175,0,No Info,6722
Jet_Airways,2019-06-24,Delhi,Cochin,23:05:00,04:25:00,1760,2,No Info,12819
Vistara,2019-05-01,Banglore,Delhi,11:30:00,14:20:00,170,0,No Info,4668
Air_India,2019-03-09,Delhi,Cochin,04:00:00,19:15:00,915,1,No Info,11050
Indigo,2019-04-06,Banglore,Delhi,18:25:00,21:20:00,175,0,No Info,4823
Jet_Airways,2019-05-18,Kolkata,Banglore,09:35:00,21:05:00,690,1,No Info,14151
Indigo,2019-03-09,Banglore,Delhi,07:30:00,12:20:00,290,1,No Info,5694
Jet_Airways,2019-05-12,Kolkata,Banglore,20:25:00,09:45:00,800,1,No Info,14151
Jet_Airways,2019-03-24,Kolkata,Banglore,08:25:00,20:40:00,735,1,In-flight meal not included,11134
Indigo,2019-03-18,Kolkata,Banglore,15:10:00,17:45:00,155,0,No Info,4462
Air_India,2019-03-03,Banglore,Delhi,08:15:00,12:15:00,240,1,No Info,6273
Jet_Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2,No Info,12819
Jet_Airways,2019-05-09,Delhi,Cochin,17:30:00,04:25:00,655,1,In-flight meal not included,12373
Air_India,2019-05-18,Delhi,Cochin,07:05:00,09:25:00,1580,2,No Info,10975
Air_India,2019-05-18,Kolkata,Banglore,07:00:00,01:20:00,1100,2,No Info,13873
Spicejet,2019-06-21,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Air_India,2019-05-21,Delhi,Cochin,05:55:00,19:15:00,800,2,No Info,10861
Jet_Airways,2019-06-12,Kolkata,Banglore,18:55:00,18:15:00,1400,1,No Info,13044
Air_India,2019-05-15,Kolkata,Banglore,19:00:00,11:05:00,965,1,No Info,6117
Multiple_Carriers,2019-06-15,Delhi,Cochin,17:50:00,01:30:00,460,2,No Info,18485
Multiple_Carriers,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,10197
Air_India,2019-06-06,Kolkata,Banglore,09:25:00,05:25:00,1200,2,No Info,13217
Air_India,2019-05-15,Kolkata,Banglore,09:25:00,13:45:00,1700,2,No Info,15532
Air_India,2019-03-01,Banglore,Delhi,05:50:00,09:15:00,1645,1,No Info,13439
Indigo,2019-05-15,Kolkata,Banglore,18:05:00,23:30:00,325,1,No Info,6218
Multiple_Carriers,2019-03-27,Delhi,Cochin,10:00:00,21:00:00,660,1,No Info,6883
Air_India,2019-06-27,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4145
Indigo,2019-03-27,Delhi,Cochin,11:30:00,21:00:00,570,1,No Info,6416
Multiple_Carriers,2019-06-12,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,12192
Jet_Airways,2019-05-09,Kolkata,Banglore,20:25:00,14:25:00,1080,1,In-flight meal not included,9314
Indigo,2019-05-18,Delhi,Cochin,07:35:00,16:10:00,515,1,No Info,6442
Spicejet,2019-03-18,Kolkata,Banglore,17:15:00,19:45:00,150,0,No check-in baggage included,4413
Indigo,2019-04-03,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Air_India,2019-03-24,Kolkata,Banglore,16:50:00,18:30:00,1540,1,No Info,14641
Air_India,2019-03-06,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,5462
Air_India,2019-03-15,Banglore,Delhi,06:45:00,15:15:00,510,1,No Info,8714
Indigo,2019-06-18,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,3858
Jet_Airways,2019-05-24,Kolkata,Banglore,18:55:00,23:35:00,1720,1,In-flight meal not included,10844
Multiple_Carriers,2019-05-15,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,9646
Air_India,2019-06-09,Kolkata,Banglore,10:00:00,20:25:00,625,1,No Info,10413
Jet_Airways,2019-06-01,Delhi,Cochin,14:00:00,04:25:00,865,1,No Info,14714
Air_India,2019-03-09,Delhi,Cochin,16:40:00,19:15:00,1595,2,No Info,11911
Goair,2019-06-15,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,4959
Jet_Airways,2019-06-15,Delhi,Cochin,02:15:00,12:35:00,620,1,In-flight meal not included,10262
Jet_Airways,2019-06-06,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,7202
Indigo,2019-06-01,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,3943
Indigo,2019-04-03,Banglore,Delhi,18:25:00,21:20:00,175,0,No Info,4823
Jet_Airways,2019-06-15,Delhi,Cochin,09:40:00,12:35:00,1615,2,In-flight meal not included,10368
Indigo,2019-03-27,Delhi,Cochin,05:35:00,08:50:00,195,0,No Info,4729
Air_India,2019-04-01,Kolkata,Banglore,10:00:00,01:20:00,920,2,No Info,10408
Air_India,2019-05-01,Kolkata,Banglore,19:00:00,04:40:00,580,1,No Info,6117
Jet_Airways,2019-06-15,Delhi,Cochin,21:50:00,12:35:00,885,1,In-flight meal not included,10262
Air_India,2019-04-03,Delhi,Cochin,06:05:00,09:25:00,1640,1,No Info,5117
Indigo,2019-05-06,Kolkata,Banglore,21:00:00,02:15:00,315,1,No Info,7252
Multiple_Carriers,2019-03-21,Delhi,Cochin,09:10:00,19:15:00,605,1,No Info,8601
Jet_Airways,2019-05-12,Kolkata,Banglore,17:00:00,10:55:00,1075,1,No Info,14151
Air_India,2019-06-15,Delhi,Cochin,05:15:00,07:40:00,1585,3,No Info,10493
Goair,2019-04-09,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,4239
Air_India,2019-06-06,Delhi,Cochin,22:00:00,19:15:00,1275,2,No Info,10441
Air_Asia,2019-05-21,Delhi,Cochin,16:45:00,07:10:00,865,1,No Info,8327
Air_India,2019-03-06,Mumbai,Hyderabad,10:00:00,23:45:00,825,1,No Info,11678
Air_India,2019-05-09,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,No Info,3100
Vistara,2019-06-18,Banglore,Delhi,07:00:00,09:40:00,160,0,No Info,4668
Spicejet,2019-06-12,Delhi,Cochin,08:45:00,13:15:00,270,1,No Info,5264
Indigo,2019-04-18,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4174
Jet_Airways,2019-05-09,Kolkata,Banglore,20:25:00,23:35:00,1630,1,No Info,13067
Jet_Airways,2019-03-03,Delhi,Cochin,07:05:00,18:50:00,705,1,No Info,17024
Jet_Airways,2019-03-24,Kolkata,Banglore,06:30:00,04:45:00,1335,1,No Info,13759
Jet_Airways,2019-05-18,Delhi,Cochin,02:15:00,04:25:00,1570,1,In-flight meal not included,12373
Indigo,2019-06-09,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Indigo,2019-05-15,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,4332
Jet_Airways,2019-05-09,Delhi,Cochin,07:05:00,04:25:00,1280,1,In-flight meal not included,12373
Indigo,2019-05-15,Kolkata,Banglore,07:10:00,12:40:00,330,1,No Info,4864
Air_India,2019-03-09,Delhi,Cochin,09:45:00,09:25:00,1420,2,No Info,10660
Air_India,2019-03-12,Mumbai,Hyderabad,19:40:00,09:10:00,810,2,No Info,11647
Air_India,2019-03-01,Banglore,Delhi,22:00:00,23:20:00,1520,1,Change airports,14305
Jet_Airways,2019-03-24,Kolkata,Banglore,16:55:00,23:25:00,390,1,In-flight meal not included,11134
Multiple_Carriers,2019-05-27,Delhi,Cochin,07:00:00,21:00:00,840,1,No Info,7618
Air_Asia,2019-06-09,Delhi,Cochin,07:55:00,13:25:00,330,1,No Info,8759
Air_India,2019-03-09,Delhi,Cochin,13:15:00,09:25:00,1210,2,No Info,11622
Vistara,2019-05-24,Banglore,Delhi,07:00:00,09:40:00,160,0,No Info,4668
Jet_Airways,2019-06-24,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5769
Air_India,2019-03-24,Kolkata,Banglore,20:30:00,16:15:00,1185,1,No Info,12173
Jet_Airways,2019-05-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1,No Info,13941
Air_India,2019-03-24,Delhi,Cochin,04:00:00,07:40:00,1660,1,No Info,8635
Multiple_Carriers,2019-05-21,Delhi,Cochin,16:00:00,01:30:00,570,1,No Info,14067
Air_India,2019-05-15,Kolkata,Banglore,05:50:00,12:30:00,1840,2,No Info,12723
Jet_Airways,2019-06-09,Kolkata,Banglore,17:00:00,09:45:00,1005,1,No Info,14151
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,10:45:00,865,1,No Info,9397
Multiple_Carriers,2019-06-12,Delhi,Cochin,11:25:00,19:00:00,455,1,No Info,10877
Air_Asia,2019-03-21,Delhi,Cochin,16:45:00,07:10:00,865,1,No Info,6151
Jet_Airways,2019-06-09,Kolkata,Banglore,18:55:00,12:00:00,1025,1,In-flight meal not included,10844
Jet_Airways,2019-05-06,Kolkata,Banglore,20:25:00,23:35:00,1630,1,No Info,10953
Multiple_Carriers,2019-05-15,Delhi,Cochin,07:10:00,16:10:00,540,1,No Info,6513
Jet_Airways,2019-06-09,Kolkata,Banglore,20:25:00,23:35:00,1630,1,No Info,12692
Air_India,2019-05-21,Kolkata,Banglore,09:50:00,08:55:00,1385,2,No Info,14960
Air_Asia,2019-03-15,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4384
Indigo,2019-05-27,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,4823
Air_Asia,2019-03-27,Delhi,Cochin,07:55:00,13:10:00,315,1,No Info,6151
Jet_Airways,2019-03-01,Banglore,Delhi,22:50:00,10:25:00,695,1,1 Long layover,31825
Multiple_Carriers,2019-05-09,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,13727
Air_India,2019-03-03,Banglore,Delhi,06:45:00,10:35:00,1670,2,No Info,12358
Air_India,2019-05-06,Kolkata,Banglore,09:10:00,04:40:00,1170,2,No Info,6117
Indigo,2019-05-06,Chennai,Kolkata,22:05:00,00:25:00,140,0,No Info,5277
Air_India,2019-06-06,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,3100
Indigo,2019-03-24,Banglore,Delhi,18:25:00,21:20:00,175,0,No Info,8033
Air_India,2019-03-24,Kolkata,Banglore,20:30:00,08:55:00,745,1,No Info,12173
Jet_Airways,2019-03-18,Banglore,Delhi,08:00:00,15:15:00,435,1,No Info,12284
Multiple_Carriers,2019-06-06,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,9646
Air_India,2019-05-24,Kolkata,Banglore,19:00:00,04:40:00,580,1,No Info,6327
Multiple_Carriers,2019-05-27,Delhi,Cochin,19:00:00,01:30:00,390,1,No Info,7198
Air_India,2019-04-01,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,12639
Multiple_Carriers,2019-06-12,Delhi,Cochin,06:00:00,21:00:00,900,1,No Info,7005
Goair,2019-03-03,Banglore,Delhi,11:40:00,14:35:00,175,0,No Info,7646
Indigo,2019-06-06,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4804
Air_India,2019-06-03,Delhi,Cochin,12:55:00,19:15:00,1820,2,No Info,12436
Jet_Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,1995,2,No Info,10929
Air_India,2019-05-06,Kolkata,Banglore,09:10:00,13:15:00,245,1,No Info,8996
Jet_Airways,2019-03-15,Banglore,Delhi,08:00:00,08:15:00,1455,1,In-flight meal not included,10405
Jet_Airways,2019-06-06,Kolkata,Banglore,21:10:00,09:20:00,730,1,In-flight meal not included,10844
Indigo,2019-06-06,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,4823
Multiple_Carriers,2019-03-09,Delhi,Cochin,06:00:00,21:00:00,900,1,No Info,13677
Spicejet,2019-06-24,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3543
Jet_Airways,2019-03-01,Banglore,Delhi,07:00:00,15:15:00,495,1,No Info,26890
Air_India,2019-06-06,Delhi,Cochin,12:55:00,19:15:00,1820,2,No Info,12646
Jet_Airways,2019-03-03,Delhi,Cochin,08:00:00,04:25:00,1225,1,No Info,17024
Air_India,2019-03-24,Kolkata,Banglore,20:30:00,20:25:00,1435,1,No Info,12173
Jet_Airways,2019-06-09,Delhi,Cochin,13:00:00,04:25:00,925,1,In-flight meal not included,10262
Jet_Airways,2019-06-06,Delhi,Cochin,09:40:00,12:35:00,1615,2,In-flight meal not included,11733
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,09:05:00,765,1,No Info,7980
Multiple_Carriers,2019-05-18,Delhi,Cochin,15:05:00,01:30:00,625,2,No Info,16840
Air_India,2019-05-24,Kolkata,Banglore,09:25:00,05:25:00,1200,2,No Info,14897
Jet_Airways,2019-03-27,Delhi,Cochin,09:55:00,04:25:00,1110,1,In-flight meal not included,6540
Jet_Airways,2019-04-18,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,5198
Goair,2019-04-21,Delhi,Cochin,07:00:00,12:55:00,355,1,No Info,6591
Spicejet,2019-06-06,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No Info,2017
Jet_Airways,2019-03-12,Banglore,Delhi,18:55:00,13:15:00,1100,1,In-flight meal not included,11087
Air_India,2019-03-24,Kolkata,Banglore,19:00:00,11:05:00,965,1,No Info,5567
Air_India,2019-05-01,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,6121
Jet_Airways,2019-06-01,Delhi,Cochin,08:00:00,19:00:00,660,1,No Info,14714
Indigo,2019-05-18,Delhi,Cochin,11:25:00,21:00:00,575,1,No Info,7191
Indigo,2019-06-06,Kolkata,Banglore,15:15:00,17:45:00,150,0,No Info,4804
Indigo,2019-03-06,Delhi,Cochin,17:10:00,01:35:00,505,1,No Info,14871
Spicejet,2019-05-21,Delhi,Cochin,17:55:00,22:50:00,295,1,No Info,5975
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,18:50:00,1550,1,No Info,8820
Spicejet,2019-05-18,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,3597
Indigo,2019-03-21,Delhi,Cochin,04:45:00,13:20:00,515,1,No Info,7738
Multiple_Carriers,2019-05-24,Delhi,Cochin,19:00:00,01:30:00,390,1,No Info,8283
Air_India,2019-04-03,Kolkata,Banglore,09:10:00,04:40:00,1170,2,No Info,4647
Jet_Airways,2019-05-12,Kolkata,Banglore,08:25:00,08:15:00,1430,1,No Info,13941
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,09:10:00,970,1,No Info,13310
Indigo,2019-06-01,Delhi,Cochin,05:10:00,10:05:00,295,1,No Info,6842
Air_Asia,2019-05-15,Delhi,Cochin,20:45:00,07:10:00,625,1,No Info,6853
Indigo,2019-06-09,Delhi,Cochin,15:10:00,20:00:00,290,1,No Info,7060
Indigo,2019-06-03,Delhi,Cochin,04:55:00,21:00:00,965,1,No Info,6838
Air_India,2019-06-18,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,6961
Indigo,2019-04-12,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,4823
Jet_Airways,2019-03-27,Delhi,Cochin,05:25:00,19:45:00,2300,2,In-flight meal not included,9254
Spicejet,2019-05-18,Kolkata,Banglore,14:55:00,17:25:00,150,0,No check-in baggage included,3841
Indigo,2019-06-09,Banglore,Delhi,21:15:00,00:15:00,180,0,No Info,3943
Multiple_Carriers,2019-06-24,Delhi,Cochin,11:30:00,01:30:00,840,1,No Info,13377
Jet_Airways,2019-03-27,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No Info,5678
Vistara,2019-05-09,Chennai,Kolkata,07:05:00,09:20:00,135,0,No Info,3687
Goair,2019-06-03,Delhi,Cochin,14:25:00,19:35:00,310,1,No Info,9069
Air_India,2019-06-06,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,6961
Multiple_Carriers,2019-05-15,Delhi,Cochin,19:00:00,01:30:00,390,1,No Info,7670
Jet_Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,810,2,In-flight meal not included,10368
Air_India,2019-03-06,Delhi,Cochin,16:40:00,19:15:00,1595,2,No Info,12646
Air_India,2019-05-12,Kolkata,Banglore,12:00:00,07:55:00,1195,2,No Info,10676
Indigo,2019-04-27,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Multiple_Carriers,2019-05-27,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,15898
Jet_Airways,2019-05-15,Kolkata,Banglore,08:25:00,19:50:00,685,1,In-flight meal not included,10844
Jet_Airways,2019-03-18,Banglore,Delhi,05:45:00,12:25:00,400,1,No Info,12284
Jet_Airways,2019-06-24,Delhi,Cochin,11:30:00,04:25:00,1015,1,In-flight meal not included,10262
Jet_Airways,2019-06-01,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,No Info,5678
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,18:45:00,530,1,No Info,16092
Air_India,2019-05-01,Kolkata,Banglore,10:00:00,23:15:00,795,1,No Info,10203
Vistara,2019-06-21,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6216
Jet_Airways,2019-05-09,Kolkata,Banglore,20:00:00,04:40:00,520,1,In-flight meal not included,8586
Jet_Airways,2019-05-27,Delhi,Cochin,17:30:00,19:00:00,1530,1,In-flight meal not included,12898
Multiple_Carriers,2019-03-09,Delhi,Cochin,04:00:00,12:55:00,535,1,No Info,16259
Spicejet,2019-06-09,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,4423
Jet_Airways,2019-05-24,Banglore,Delhi,17:45:00,20:45:00,180,0,No Info,7229
Jet_Airways,2019-03-06,Delhi,Cochin,09:00:00,04:25:00,1165,1,In-flight meal not included,13843
Air_India,2019-05-09,Kolkata,Banglore,10:00:00,23:15:00,795,1,No Info,10203
Spicejet,2019-05-06,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,4491
Indigo,2019-06-24,Mumbai,Hyderabad,01:40:00,03:10:00,90,0,No Info,2754
Air_India,2019-03-09,Banglore,Delhi,11:05:00,22:45:00,700,1,No Info,10657
Spicejet,2019-06-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No Info,2017
Spicejet,2019-03-21,Kolkata,Banglore,06:55:00,09:35:00,160,0,No check-in baggage included,3815
Spicejet,2019-05-24,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3311
Jet_Airways,2019-06-12,Kolkata,Banglore,16:30:00,04:40:00,730,1,No Info,12471
Jet_Airways,2019-06-12,Kolkata,Banglore,06:30:00,18:15:00,705,1,In-flight meal not included,9899
Jet_Airways,2019-03-27,Delhi,Cochin,09:55:00,18:50:00,535,1,In-flight meal not included,5963
